Date,Day,Answer,Clue,Dir
24 Mar 18,Sat,Error,Mistake almost brings great fear,D
24 Mar 18,Sat,Wooded,About 500 courted where there are trees,D
24 Mar 18,Sat,Lark,Just the bird for a prank!,D
24 Mar 18,Sat,Order,Request to supply religious organisation,D
24 Mar 18,Sat,Tales,Stories of the first alcoholic drinks,D
24 Mar 18,Sat,Saloon bar,Or also ban drinking-spot,D
24 Mar 18,Sat,Despotism,Autocratic rule makes side stomp out,D
24 Mar 18,Sat,Steam,It gets let off energetically,D
24 Mar 18,Sat,Yearns,Longs to take part and really earn something,D
24 Mar 18,Sat,Realm,Province of Eire almost,D
24 Mar 18,Sat,Beta,Gamble on a letter from Greece,D
24 Mar 18,Sat,Main,Most important stretch of water,D
26 Mar 18,Mon,Inapt,Not suitable for mixing paint,A
26 Mar 18,Mon,Addicts,Potmen?,A
26 Mar 18,Mon,Studies,Does academic work - that is when the bosses are around!,A
26 Mar 18,Mon,Cameo,Kind of brooch was delivered with the ring,A
26 Mar 18,Mon,Mien,A manner that's despicable we hear,A
26 Mar 18,Mon,Airstrip,Gives publicity to excursion from this runway,A
26 Mar 18,Mon,Vain,One in the forefront is conceited,A
26 Mar 18,Mon,Bows,They are used for shooting at the front of the ship,A
26 Mar 18,Mon,Wireless,Radio cablegram cheaper,A
26 Mar 18,Mon,Buds,The beginnings of all sorts of blooming things,A
26 Mar 18,Mon,Reign,The rule that keeps the leader of the gang in control,A
26 Mar 18,Mon,Epistle,"Biblically speaking, it conforms to the letter",A
26 Mar 18,Mon,Showers,Inclement weather for those at the exhibition,A
26 Mar 18,Mon,Mare's tail,Part of a cirrus cloud that will make the same trail,A
26 Mar 18,Mon,In so many words,Explicitly how verbose speeches are made!,D
26 Mar 18,Mon,Amuse,Divert a patron of the liberal arts,D
26 Mar 18,Mon,Austin,State capital needed for car pioneer,D
26 Mar 18,Mon,Cameras,I will leave America's strange picture makers,D
26 Mar 18,Mon,Stop-press news,"Put an end to daily information? No, it's the very latest!",D
26 Mar 18,Mon,Violence,"Once evil is unrestrained, this could be the result",D
26 Mar 18,Mon,Vertigo,The reason I've got giddy round the top of the Rockies!,D
26 Mar 18,Mon,Islets,Allowed to take one ship around marine destinations,D
26 Mar 18,Mon,Utter,To say something extreme,D
26 Mar 18,Mon,Firm decisions,Business settlement showing inflexible resolution,D
27 Mar 18,Tue,Afloat,A piece of fishing tackle on the sea,A
27 Mar 18,Tue,Safari,On which one goes to see the game,A
27 Mar 18,Tue,Litters,Leaves scraps lying around for young animals,A
27 Mar 18,Tue,Punchline,Snappy end to the boxing report!,A
27 Mar 18,Tue,Avon,It's currently to be seen at Stratford,A
27 Mar 18,Tue,Vesta,In Virginia this could be set and match,A
27 Mar 18,Tue,Bread,The kind of fruit that provides staple food,A
27 Mar 18,Tue,Hawks,Goes around selling birds,A
27 Mar 18,Tue,Towards,In the direction of patient's rooms,A
27 Mar 18,Tue,Nested,In necessity a good man made a cosy home,A
27 Mar 18,Tue,Beetle,It's used for crushing an insect,A
27 Mar 18,Tue,Payload,Settle the charge for the aircraft's cargo,D
27 Mar 18,Tue,Platoon,The squad is also included in the scheme,D
27 Mar 18,Tue,Takes pains,Is assiduous and accepts the sufferings,D
27 Mar 18,Tue,Warpath,The way that leads to conflict,D
27 Mar 18,Tue,Sight,A certain sense required to get on target,D
27 Mar 18,Tue,Esperanto,Language one prates incoherently,D
27 Mar 18,Tue,Pressed,Newspaper boss briefly under strain,D
27 Mar 18,Tue,Migrate,Russian plane needs speed to go to another place,D
27 Mar 18,Tue,Leashes,Leads a female into the meadows,D
27 Mar 18,Tue,Thing,Object to night shift,D
27 Mar 18,Tue,Awash,Part of the arena was hastily covered with water,D
27 Mar 18,Tue,Owned,Had property broken down round the end of the lane,D
28 Mar 18,Wed,Elections,They provide seats for some of those standing,A
28 Mar 18,Wed,Ice,Some reticence may have to go to break it,A
28 Mar 18,Wed,Spring water,Adam's ale leaping into prominence?,A
28 Mar 18,Wed,Hoarder,Magpie finds it more difficult to hold a ring,A
28 Mar 18,Wed,Rotor,It goes round both ways,A
28 Mar 18,Wed,Athens,"Capital, since subsequently included",A
28 Mar 18,Wed,Regret,Be sorry about red-headed bird,A
28 Mar 18,Wed,Swarm,A busy get-together?,A
28 Mar 18,Wed,Earlier,Lie in unusually rare environment before then,A
28 Mar 18,Wed,Emerald Isle,All remedies bring problems to Ireland,A
28 Mar 18,Wed,Net,Back number remaining after all deductions,A
28 Mar 18,Wed,Sergeants,Estranges NCOs,A
28 Mar 18,Wed,Lap,Drink one round?,D
28 Mar 18,Wed,Toned,Going Edward's way with a slight amber tint,D
28 Mar 18,Wed,Onward,Progressing to a spell of hospital duty?,D
28 Mar 18,Wed,Set free,Release complete issue without charge,D
28 Mar 18,Wed,First fruits,Pickings for the early bird?,D
28 Mar 18,Wed,Generator,No greater producer of power is made,D
28 Mar 18,Wed,Reach safety,See yacht far out get away from danger,D
28 Mar 18,Wed,Headstone,Grave indication from the way the boss speaks,D
28 Mar 18,Wed,Numbers,What a child learns from the Bible?,D
28 Mar 18,Wed,Repair,End the couple's separation?,D
28 Mar 18,Wed,Ridge,Dirge about line of hills,D
28 Mar 18,Wed,Let,Permitted to be occupied by a tenant,D
29 Mar 18,Thu,Idler,Less inclined to be a member of the working class!,A
29 Mar 18,Thu,Portray,Depict the counterpart of the starboard beam,A
29 Mar 18,Thu,Hirsute,We hear the lady's two-piece is covered in hairs,A
29 Mar 18,Thu,Panic,In charge after Peter causes widespread alarm,A
29 Mar 18,Thu,Free-for-all,A scrap for which nobody is charged,A
29 Mar 18,Thu,Gray friars,Gary Ferris is converted to the Franciscans,A
29 Mar 18,Thu,Rotor,Aerofoil that turns either way,A
29 Mar 18,Thu,Tartare,Two seamen finish off mayonnaise sauce,A
29 Mar 18,Thu,Widgeon,E.g. 1 Down will upset winger,A
29 Mar 18,Thu,Delta,Classical character associated with the Nile,A
29 Mar 18,Thu,Fishmonger,Sole supplier,D
29 Mar 18,Thu,Flare,"This will highlight a natural talent, by the sound of it",D
29 Mar 18,Thu,Frau,German female is not a complete swindler,D
29 Mar 18,Thu,Apiece,A musical composition for each person,D
29 Mar 18,Thu,Trap-door,An opening with a catch to it?,D
29 Mar 18,Thu,Grandad,Splendid advertisement for older member of the family,D
29 Mar 18,Thu,Collateral,The kind of security that could be clear to all,D
29 Mar 18,Thu,Reformer,About previous worker for social progress,D
29 Mar 18,Thu,Pentode,Valve could be opened round the end of the vent,D
29 Mar 18,Thu,Intent,Aim to give camper's situation,D
29 Mar 18,Thu,Vault,Bound to be wine store,D
29 Mar 18,Thu,Rods,Measures roods with nothing removed,D
30 Mar 18,Fri,Garb,Clothes to boast about,A
30 Mar 18,Fri,Retraction,Withdrawal of statement concerning drawing,A
30 Mar 18,Fri,Relegate,"Demote and get a leer, perhaps",A
30 Mar 18,Fri,Road,Said to have travelled in the street,A
30 Mar 18,Fri,Edited,Man getting diet arranged ready for publication,A
30 Mar 18,Fri,Pliers,Tool they sell,A
30 Mar 18,Fri,Indeed,Certainly a fashionable act,A
30 Mar 18,Fri,Pigeon,Type of iron age bird,A
30 Mar 18,Fri,Reap,"Harvest pear, perhaps",A
30 Mar 18,Fri,Veracity,Truthfulness of a girl at the large town,A
30 Mar 18,Fri,Close shave,A near thing you have to face?,A
30 Mar 18,Fri,Fast,Don't eat quickly,A
30 Mar 18,Fri,Attendance,Presence telling you when the ball begins,D
30 Mar 18,Fri,Brie,Railway company that is carrying cheese,D
30 Mar 18,Fri,Strand,Leave a fibre,D
30 Mar 18,Fri,Made-up,Became reconciled? Not true!,D
30 Mar 18,Fri,Starling,Bird to have a leading role next to Heather,D
30 Mar 18,Fri,Enid,She goes up to eat,D
30 Mar 18,Fri,Air hostess,She's a high-flying career woman,D
30 Mar 18,Fri,Trespass,Press sat around during intrusion,D
30 Mar 18,Fri,Divest,Strip and take the plunge on the street,D
30 Mar 18,Fri,Pariah,Father locks up after an outcast,D
30 Mar 18,Fri,Rock,Music of the Stones?,D
30 Mar 18,Fri,Chef,Cook the heartless Native American leader,D
31 Mar 18,Sat,General exodus,Sobriquet Moses might have got for organising it?,A
31 Mar 18,Sat,Break off,Stop abruptly when rest period is cancelled,A
31 Mar 18,Sat,View,You and I return after six to look round,A
31 Mar 18,Sat,Tennis,A number do wrong to back game,A
31 Mar 18,Sat,Resort,New roster for a holiday spot,A
31 Mar 18,Sat,Driver,Motorist's club,A
31 Mar 18,Sat,Rubens,Painter has a message at three points,A
31 Mar 18,Sat,Ewer,Sheep right for the pot,A
31 Mar 18,Sat,Twenties,Scores in young adulthood,A
31 Mar 18,Sat,Foreign tongue,Forgot genuine language not spoken by natives,A
31 Mar 18,Sat,Hear hear,Twice try in court to win a cry of approval,D
31 Mar 18,Sat,Regain,Get back for example in wet weather,D
31 Mar 18,Sat,Halo,Shakespearean prince joins circle - saintly circle in fact,D
31 Mar 18,Sat,Seafarer,Fears are unusual for a sailor,D
31 Mar 18,Sat,Wolves,Troubles about 55 wild animals,D
31 Mar 18,Sat,Ruse,The right to employ a stratagem,D
31 Mar 18,Sat,Strategy,Get try as new game plan works out,D
31 Mar 18,Sat,Runner-up,Athlete out of bed second,D
31 Mar 18,Sat,Versed,Well-read in poetry it would seem,D
31 Mar 18,Sat,Biting,Sarcastic about function of teeth?,D
31 Mar 18,Sat,Wool,An absent minded sort of gathering,D
31 Mar 18,Sat,Eats,Has a meal in fine style at superior restaurant,D
02 Apr 18,Mon,Make way,Give place to construct a road,A
02 Apr 18,Mon,Total,The result of some addition to endless conversation,A
02 Apr 18,Mon,Let fall,Fail to hold lease before autumn,A
02 Apr 18,Mon,Alternate,Take it in turns to change neat arrangement,A
02 Apr 18,Mon,Toastmaster,After a meal he is concerned with someone's health,A
02 Apr 18,Mon,Gatecrasher,Intruder ruins the car gears,A
02 Apr 18,Mon,Paralysed,Lead spray could make one incapacitated,A
02 Apr 18,Mon,Feted,"Destined, we hear, to be received in triumph",A
02 Apr 18,Mon,Villain,Criminal gets in at the back of the house,A
02 Apr 18,Mon,Sated,Fed up when there's a mix-up in the dates,D
02 Apr 18,Mon,Sea bed,"For divers, the main place to retire to?",D
02 Apr 18,Mon,Roundsmen,"Golfers, boxers or delivery operators",D
02 Apr 18,Mon,Castles,"As men on the board, they should be impregnable",D
02 Apr 18,Mon,Hermes,Olympian herald seen among other messengers,D
02 Apr 18,Mon,Notepaper,Scoresheet?,D
02 Apr 18,Mon,Spray,Uses a rose for clusters of flowers,D
02 Apr 18,Mon,Cabaret,Stripped in variety act for intimate entertainment,D
02 Apr 18,Mon,Media,Aimed to transform means of communication,D
02 Apr 18,Mon,Edit,Reverse the current trend to do press work,D
02 Apr 18,Mon,Ill,Some of the frail limbs requiring medical attention,D
03 Apr 18,Tue,Man and wife,They're bound to belong to the same union,A
03 Apr 18,Tue,Liszt,Incline towards the sound of a composer,A
03 Apr 18,Tue,Pageant,Contact a worker at the parade,A
03 Apr 18,Tue,Carefree,Having no worries about race at liberty,A
03 Apr 18,Tue,Shoe,The girl with a hole in a footwear item,A
03 Apr 18,Tue,Sister,Possibly resist a nun,A
03 Apr 18,Tue,Usurer,He has a lot of interest in his job,A
03 Apr 18,Tue,Iota,I return to a character of little importance,A
03 Apr 18,Tue,Molasses,Doctor taking the girls syrup,A
03 Apr 18,Tue,Hillock,Mound I will hide in wine,A
03 Apr 18,Tue,Satin,Tina's out of material,A
03 Apr 18,Tue,Frightened,Scared of strange thing freed,A
03 Apr 18,Tue,Miser,He keeps all his money in Reims,D
03 Apr 18,Tue,Notified,Informed if I could be among the famous,D
03 Apr 18,Tue,Nipped,Moved quickly and pinched,D
03 Apr 18,Tue,Wags,Repeatedly moves witty people,D
03 Apr 18,Tue,Feather,Achievement by the girl in getting a plume,D
03 Apr 18,Tue,Blacksmith,Striking worker?,D
03 Apr 18,Tue,The present,Now for the gift,D
03 Apr 18,Tue,Assassin,Murderer of two fools at home,D
03 Apr 18,Tue,Settler,Colonist having to decide?,D
03 Apr 18,Tue,Rocket,A lecture taken by astronauts?,D
03 Apr 18,Tue,Sated,Full of dates?,D
03 Apr 18,Tue,Doug,Man said to be appreciated by hippies,D
04 Apr 18,Wed,Repel,"In the film, the first of the partisans to counter the onslaught",A
04 Apr 18,Wed,Eyewash,Used for making pupils come clean? Rubbish!,A
04 Apr 18,Wed,Airless,"Stuffy description of one with no successor, we hear",A
04 Apr 18,Wed,Trips,Hints about the right jaunts,A
04 Apr 18,Wed,Breaks down,"Succumbs to overwork, as the analyst does",A
04 Apr 18,Wed,Detachment,Military body to show aloofness,A
04 Apr 18,Wed,Sower,He broadcasts one of the parables,A
04 Apr 18,Wed,Dallier,He takes his time in trivial pursuits,A
04 Apr 18,Wed,Borders,The leader of the battalion commands the frontiers,A
04 Apr 18,Wed,Views,The opinions of various wives,A
04 Apr 18,Wed,Broadsides,Volleys of shots from widely spread teams,D
04 Apr 18,Wed,Apart,Detached from acting assignment,D
04 Apr 18,Wed,Flue,"Chimney went up into the air, by the sound of it",D
04 Apr 18,Wed,Persia,Aspire to reform the old country,D
04 Apr 18,Wed,Jettison,Get rid of freight - the plane is not to be diverted,D
04 Apr 18,Wed,Capitol,Temple of Jupiter is an optical illusion,D
04 Apr 18,Wed,Songstress,She gives voice to one strain after another,D
04 Apr 18,Wed,Recorded,He tries a wind instrument,D
04 Apr 18,Wed,Athwart,Across an oarsman's seat,D
04 Apr 18,Wed,Modish,Fashionable doctor has particular kind of food,D
04 Apr 18,Wed,Lived,Survived the return of Lucifer,D
04 Apr 18,Wed,Levi,Old priest installed in suitable vicarage,D
05 Apr 18,Thu,Fair,Moderately good charity sale,A
05 Apr 18,Thu,All the rage,Every bit of fury that is currently fashionable,A
05 Apr 18,Thu,Emigrant,German it turns out is one leaving his country,A
05 Apr 18,Thu,Cast,Throw nothing away from the edge of the sea,A
05 Apr 18,Thu,Scarce,In this car certain things are difficult to find,A
05 Apr 18,Thu,Pilfer,Steal platoon leader's broken rifle,A
05 Apr 18,Thu,Vienna,Girl got back after six in capital,A
05 Apr 18,Thu,On tape,Where apt one has been recorded?,A
05 Apr 18,Thu,Peer,Give a searching look to one's equal?,A
05 Apr 18,Thu,On the air,Broadcasting one in another programme,A
05 Apr 18,Thu,Toy soldier,"Military man in  play, perhaps",A
05 Apr 18,Thu,Site,Locate ties this way,A
05 Apr 18,Thu,Atomic pile,Fortune made by nuclear scientist?,D
05 Apr 18,Thu,Rang,Hurried to Gateshead and tried to telephone,D
05 Apr 18,Thu,Cleave,Split yet refuse to be separated,D
05 Apr 18,Thu,Shut up,Stopped talking when put in prison?,D
05 Apr 18,Thu,Bracelet,Armband or two allowed,D
05 Apr 18,Thu,Next,Put ten in the goal immediately after!,D
05 Apr 18,Thu,Sleep tight,Get the lips to form wishes for sound rest,D
05 Apr 18,Thu,Run a risk,Enter horse which could prove a liability?,D
05 Apr 18,Thu,Apollo,Ancient deity has nothing to gain by an election,D
05 Apr 18,Thu,Outbid,What one has to do to everybody else to get a lot,D
05 Apr 18,Thu,Putt,Stroke resulting from uprising by abstainer,D
05 Apr 18,Thu,Ears,"They are expected to make sound judgements, of course",D
06 Apr 18,Fri,Sit on the fence,"To remain uncommitted, physically depress the receiver!",A
06 Apr 18,Fri,Opera hat,Collapsible lid seen at Covent Garden?,A
06 Apr 18,Fri,Arno,River battle in the far north,A
06 Apr 18,Fri,Jigsaw,Do people go to pieces when puzzling over this?,A
06 Apr 18,Fri,Optics,The science of dealing with pupils!,A
06 Apr 18,Fri,Stamen,"A good man has the last word, but makes a bit of a bloomer",A
06 Apr 18,Fri,Talent,An aptitude for making money at one time,A
06 Apr 18,Fri,Span,Bridge hand stretched out,A
06 Apr 18,Fri,Sob story,A tearful relation,A
06 Apr 18,Fri,Knockout punch,Could it be a drink that leaves one lying on the floor?,A
06 Apr 18,Fri,Pinpoint,Precisely locate the end of the fastener,D
06 Apr 18,Fri,Boards,The stage directors get together to make these,D
06 Apr 18,Fri,Itch,Top removed from playing surface may cause one to scratch,D
06 Apr 18,Fri,Sea trout,Marine food that could conform to our taste,D
06 Apr 18,Fri,Repast,Father interrupts sleep for a good meal,D
06 Apr 18,Fri,Scan,The first of the seamen is able to use radar equipment,D
06 Apr 18,Fri,Wine shop,"One inside posh new bottle store, maybe",D
06 Apr 18,Fri,Contract,Don't extend this kind of bridge,D
06 Apr 18,Fri,Menace,Impending danger of fellows getting a hole in one,D
06 Apr 18,Fri,Let out,Free to reveal a secret,D
06 Apr 18,Fri,Puny,Insignificant piece of homespun yarn,D
06 Apr 18,Fri,Butt,Target handled by the rifleman,D
07 Apr 18,Sat,Quarter,Accommodate for three months,A
07 Apr 18,Sat,Tiger,Animal that's good in a row,A
07 Apr 18,Sat,Asp,Like a quiet snake,A
07 Apr 18,Sat,Moonlight,Possibly thin gloom produced at night,A
07 Apr 18,Sat,Shopping bag,It carries evidence of spending,A
07 Apr 18,Sat,Reverse gear,Change clothes in a car?,A
07 Apr 18,Sat,Brown eggs,Begs grown-up for farm produce,A
07 Apr 18,Sat,Ebb,Run away to sea,A
07 Apr 18,Sat,Unfit,Out of condition and unsuitable,A
07 Apr 18,Sat,Handout,Charitable donation to a worker on strike,A
07 Apr 18,Sat,Guest,Person entertained by achieving some league status,D
07 Apr 18,Sat,Era,Are returning for a long time,D
07 Apr 18,Sat,Hero,Male character giving the girl love,D
07 Apr 18,Sat,Giving way,Generous manner in letting cars go,D
07 Apr 18,Sat,Redhead,Somehow adhered to a girl,D
07 Apr 18,Sat,Ending,Some friend in gaol reaches a conclusion,D
07 Apr 18,Sat,Chief whip,He makes sure that people vote for a party,D
07 Apr 18,Sat,Pastel,Crayon to staple up,D
07 Apr 18,Sat,Hearing,Sense that it takes place in court,D
07 Apr 18,Sat,About,Concerning a seaman not at home,D
07 Apr 18,Sat,Goal,Aim to get out of gaol,D
07 Apr 18,Sat,Odd,Not even strange,D
09 Apr 18,Mon,Occasional table,It sometimes provides the basis for a meal,A
09 Apr 18,Mon,Restive,Period of recuperation I have is disturbed,A
09 Apr 18,Mon,Gets away,Gateway's broken bolts,A
09 Apr 18,Mon,Gamp,Sarah provides an umbrella,A
09 Apr 18,Mon,Faster,He won't take anything down more quickly,A
09 Apr 18,Mon,Boreas,To penetrate like a cold wind,A
09 Apr 18,Mon,Vaal,Lava ruined South African flower,A
09 Apr 18,Mon,Fanlight,Window providing cooler means of illumination,A
09 Apr 18,Mon,Release,Free to negotiate a fresh tenancy,A
09 Apr 18,Mon,Tango,A spicy flavour to the round dance,A
09 Apr 18,Mon,Two-masters,A couple of experts taking part in the regatta?,A
09 Apr 18,Mon,Orbit,The whole way round or just part,D
09 Apr 18,Mon,Cremates,Disposes of bodies - put 'em in boxes!,D
09 Apr 18,Mon,Stream,A term's rearranged for scholastic group,D
09 Apr 18,Mon,Oust,Evict some of the rebellious tribesmen,D
09 Apr 18,Mon,Animate,Put life in a team somehow,D
09 Apr 18,Mon,Stage-fever,A passion to keep taking part,D
09 Apr 18,Mon,Exposition,No longer the place for a public show,D
09 Apr 18,Mon,Roulette,Tote rule amended for what gamblers indulge in,D
09 Apr 18,Mon,Shallow,"In ostentation, everything is skin-deep",D
09 Apr 18,Mon,Panels,Groups of jurors from Naples,D
09 Apr 18,Mon,Genus,Species of antelopes found round the capital of Eritrea,D
09 Apr 18,Mon,Calm,Composed a selection of lyrical melodies,D
10 Apr 18,Tue,Account,"Bill is a titled personage, we hear",A
10 Apr 18,Tue,Koran,Scriptures contained in a book or a novel,A
10 Apr 18,Tue,Grave,It's likely to be situated in the dead centre of the town,A
10 Apr 18,Tue,Through,"Made a pitch, one hears, from one end to the other",A
10 Apr 18,Tue,Never say die,The maxim of immortal optimism,A
10 Apr 18,Tue,Photo finish,This involves the judges in a snap decision,A
10 Apr 18,Tue,Calypso,Improvised music the company plays badly inside,A
10 Apr 18,Tue,Fibre,Untrue statement about material,A
10 Apr 18,Tue,Ferns,Plants put right inside the marshlands,A
10 Apr 18,Tue,Deleted,"Allowed to be included in the document, but removed from the record",A
10 Apr 18,Tue,Score,Scratch number of points,D
10 Apr 18,Tue,Louvre,This provides ventilation for the art gallery,D
10 Apr 18,Tue,Nobody,One of little importance is a problem for the murder detective!,D
10 Apr 18,Tue,Bargain,Pub profit is a good deal,D
10 Apr 18,Tue,Chasing,In pursuit of the engravers art,D
10 Apr 18,Tue,Selfish,"It's not altruistic to market seafood, by the sound of it",D
10 Apr 18,Tue,Sheaves,Bundles of corn to lift into the vessel,D
10 Apr 18,Tue,Trying,Sitting on a case is annoying,D
10 Apr 18,Tue,Sniper,He takes a pot-shot right past the bird,D
10 Apr 18,Tue,Ariel,"Shakespearian character should get a good reception, we hear",D
10 Apr 18,Tue,Legend,Member to complete a traditional tale,D
11 Apr 18,Wed,Rome,Heard to wander in Italy,A
11 Apr 18,Wed,Stammers,"Says m-masters, perhaps",A
11 Apr 18,Wed,Minimum,The least diminutive mother,A
11 Apr 18,Wed,Nepal,Plane in trouble in Asia,A
11 Apr 18,Wed,Red-letter day,Special occasion when the mail from old Russia arrives,A
11 Apr 18,Wed,Excuse,Exempt from providing an explanation,A
11 Apr 18,Wed,Cringe,Cower when a jewellery item is found in church,A
11 Apr 18,Wed,Frontispiece,Possibly forces tiepin into a book illustration,A
11 Apr 18,Wed,Aloft,An attic up high,A
11 Apr 18,Wed,Onerous,It's laborious having to ring an emperor before us,A
11 Apr 18,Wed,Distress,Disturb the girl's hair,A
11 Apr 18,Wed,Tend,Be inclined to nurse,A
11 Apr 18,Wed,Remarked,Said it had been assessed by the teacher again,D
11 Apr 18,Wed,Mined,Material about to be dug up,D
11 Apr 18,Wed,Tomato,Food provided by an automaton,D
11 Apr 18,Wed,Minor prophet,"It sounds like a slight gain for Amos, for example",D
11 Apr 18,Wed,Explain,Account for what was once obvious,D
11 Apr 18,Wed,Sole,The only fish,D
11 Apr 18,Wed,Impersonator,"He's not who he pretends to be, or an imposter, it turns out",D
11 Apr 18,Wed,Released,Meadows in a rush to be set free,D
11 Apr 18,Wed,Cargoes,Loads of motor works,D
11 Apr 18,Wed,Pilots,Airmen involving one in schemes,D
11 Apr 18,Wed,Elope,Run away to wed an Eastern European returning to the East,D
11 Apr 18,Wed,Ward,Sketch down part of the hospital,D
12 Apr 18,Thu,Labour party,Political group of workers?,A
12 Apr 18,Thu,Ice,"Cold stuff in the Arctic, evidently",A
12 Apr 18,Thu,Desertion,Abandonment when one's tired out,A
12 Apr 18,Thu,Enter,Get into some alien territory,A
12 Apr 18,Thu,Indulge,Gratify by eluding reform,A
12 Apr 18,Thu,Ensure,Make certain 100 escape blame,A
12 Apr 18,Thu,Refund,Give money back - amusement in the red,A
12 Apr 18,Thu,Vapours,Virginia briefly gives vent to hypochondria,A
12 Apr 18,Thu,Try-on,Test garment for fit in attempt to deceive,A
12 Apr 18,Thu,Cupid's bow,Does it go with a quiver of love?,A
12 Apr 18,Thu,Ass,"Like simpleton's head, idiot!",A
12 Apr 18,Thu,Grilled sole,Severely examined the only fishy dish,A
12 Apr 18,Thu,Axe,With which fell intentions are carried out?,D
12 Apr 18,Thu,Order,Command to arrange properly,D
12 Apr 18,Thu,Rustic,Countryman is curt?,D
12 Apr 18,Thu,Abridge,Shorten a card game,D
12 Apr 18,Thu,Trial jury,Could error also enter into their verdict?,D
12 Apr 18,Thu,Fire service,Inspire worship that puts out the flames?,D
12 Apr 18,Thu,In readiness,I.e. dinners as prepared,D
12 Apr 18,Thu,Test paper,As produced by experimental press?,D
12 Apr 18,Thu,Roundel,Ruled on circular mark,D
12 Apr 18,Thu,Usable,As blue as can be employed,D
12 Apr 18,Thu,Towns,Places indicated by directions on the signpost?,D
12 Apr 18,Thu,All,Everybody in Wall Street,D
13 Apr 18,Fri,Abandon,Lack of restraint with an orchestra playing?,A
13 Apr 18,Fri,Hamlet,Play in small village,A
13 Apr 18,Fri,Mammoth,Mother insect is huge,A
13 Apr 18,Fri,Retain,Keep near it?,A
13 Apr 18,Fri,Keeper,Presumably his job involves not letting go,A
13 Apr 18,Fri,Paternal,Learn apt correction from father or mother,A
13 Apr 18,Fri,Organist,A key player roasting?,A
13 Apr 18,Fri,Benign,Kindly male gets spirit back inside,A
13 Apr 18,Fri,Slight,Petty snub,A
13 Apr 18,Fri,Rarebit,Unusual piece of Welsh dish,A
13 Apr 18,Fri,Repeal,Ring the bells again - get rid of the law!,A
13 Apr 18,Fri,Beatles,The group that brought rhythm to the French,A
13 Apr 18,Fri,Therapy,He is in the wrong party to get proper treatment,D
13 Apr 18,Fri,Imitate,"Copy one companion, swallowing it",D
13 Apr 18,Fri,Senior,Awful noise by Redhead the elder,D
13 Apr 18,Fri,Blackleg,There's a striking difference between him and his workmates,D
13 Apr 18,Fri,Number,Figure it could be anaesthetic?,D
13 Apr 18,Fri,Outset,Not at home with the group in the beginning,D
13 Apr 18,Fri,Noontide,Nine to do round about midday,D
13 Apr 18,Fri,Singlet,One letter produces vest,D
13 Apr 18,Fri,Stately,Dignified let-up in support,D
13 Apr 18,Fri,Defame,Speak evil of yours truly after fade-out,D
13 Apr 18,Fri,Divert,Underwater worker takes time to amuse,D
13 Apr 18,Fri,Asleep,Please become dead to the world,D
14 Apr 18,Sat,Capital gains,"Profits made in London, for instance",A
14 Apr 18,Sat,Chain,It is linked with a sort of gang,A
14 Apr 18,Sat,Tooth,Mouthpiece,A
14 Apr 18,Sat,Tie,The cup match is an even contest,A
14 Apr 18,Sat,Tragedian,The actor could make a great din,A
14 Apr 18,Sat,Remark,Observation about scholastic assessment,A
14 Apr 18,Sat,Ashore,Has destroyed mineral deposit on the land,A
14 Apr 18,Sat,Expresses,Makes a statement when the papers interrupt the divorcees,A
14 Apr 18,Sat,Gas,You need to be fitter to install this,A
14 Apr 18,Sat,Outdo,Excel in open-air celebration!,A
14 Apr 18,Sat,Elfin,The Spanish and the French ending is spritely,A
14 Apr 18,Sat,Alternatives,Resent a vital number of choices getting mixed up,A
14 Apr 18,Sat,Counter-tenor,The singing shop assistant!,D
14 Apr 18,Sat,Tea,Sounds like a kind of square meal,D
14 Apr 18,Sat,Landau,Alight on gold carriage,D
14 Apr 18,Sat,Actresses,Females who are busy at playtime,D
14 Apr 18,Sat,Naomi,I complain when the girl returns,D
14 Apr 18,Sat,Changes sides,Picks different teams and transfers one's loyalties,D
14 Apr 18,Sat,Cream,The pick of the group may well get whipped,D
14 Apr 18,Sat,Threesome,See mother upset by the triplets,D
14 Apr 18,Sat,Organ,Groan about an instrument,D
14 Apr 18,Sat,Astern,A rigorous nautical term,D
14 Apr 18,Sat,Petal,Nearly everybody backs the favourite - that's a bit of a bloomer,D
14 Apr 18,Sat,Fit,Well trained for a sudden attack,D
16 Apr 18,Mon,Record,Disc it's very good to break,A
16 Apr 18,Mon,Carpet,You have a nap on it on the floor,A
16 Apr 18,Mon,Stand to reason,What debaters do to be logical,A
16 Apr 18,Mon,Doggone,Exclamation of annoyance when the hound has left,A
16 Apr 18,Mon,Agent,He represents a male,A
16 Apr 18,Mon,Boast,Brag about a snake being on the road,A
16 Apr 18,Mon,Wedge,Hairstyle seen at the golf club?,A
16 Apr 18,Mon,Issue,Children's edition,A
16 Apr 18,Mon,Ensured,Made certain that Dee runs out,A
16 Apr 18,Mon,Breaking point,At which you come to the end of your tether or it snaps?,A
16 Apr 18,Mon,Sherry,Do wrong to throw out a drink,A
16 Apr 18,Mon,Batter,Beat eggs with flour and milk,A
16 Apr 18,Mon,Reside,Awful desire to live,D
16 Apr 18,Mon,Change of scene,Different view put in writing by playwright,D
16 Apr 18,Mon,Radio,Do air waves affect the wireless?,D
16 Apr 18,Mon,Average,Hailstorm that's mean,D
16 Apr 18,Mon,Passenger list,You won't find a stowaway on it!,D
